date,symbol,open,high,low,close,volume,turnover,preclose,risefall,risefallratio
2021-05-10 00:00:00,TWTR,53.08,53.08,51.62,51.81,904620369.3,0,53.79,-1.98,-3.68
2021-05-07 00:00:00,TWTR,54.77,54.92,53.37,53.8,1175753476.26,0,53.81,-0.01,-0.02
2021-05-06 00:00:00,TWTR,53.39,53.84,52.342,53.84,424693848.1,0,54.4,-0.56,-1.03
2021-05-05 00:00:00,TWTR,54.97,54.97,53.315,53.55,1031567772.62,0,54.4,-0.85,-1.56
2021-05-04 00:00:00,TWTR,55.07,55.72,53.16,54.4,1641762225.24,0,54.58,-0.18,-0.33
2021-05-03 00:00:00,TWTR,55.52,55.55,52.67,54.58,4303468402.41,0,55.22,-0.64,-1.16
2021-04-30 00:00:00,TWTR,56.0,57.63,55.05,55.22,4980354436.53,0,65.09,-9.87,-15.16
2021-04-29 00:00:00,TWTR,67.01,67.05,63.985,65.09,1968863990.78,0,65.7,-0.61,-0.93
2021-04-28 00:00:00,TWTR,65.55,66.558,63.743,65.7,875124472.01,0,66.01,-0.31,-0.47
2021-04-27 00:00:00,TWTR,67.14,68.36,66.0,66.01,721803457.35,0,66.72,-0.71,-1.06
2021-04-26 00:00:00,TWTR,66.49,67.245,65.852,66.72,782328804.33,0,67.02,-0.3,-0.45
2021-04-23 00:00:00,TWTR,65.72,67.13,65.43,67.02,822976238.4,0,64.31,2.71,4.21
2021-04-22 00:00:00,TWTR,67.42,67.499,64.08,64.31,1096709438.2,0,67.33,-3.02,-4.49
2021-04-21 00:00:00,TWTR,65.73,67.36,64.7,67.33,788668302.73,0,65.7,1.63,2.48
2021-04-20 00:00:00,TWTR,68.01,68.1,65.22,65.7,936440125.88,0,67.94,-2.24,-3.3
2021-04-19 00:00:00,TWTR,69.62,69.92,66.77,67.94,1236045837.64,0,70.12,-2.18,-3.11
2021-04-16 00:00:00,TWTR,71.97,72.2,69.68,70.12,663002193.26,0,71.71,-1.59,-2.22
2021-04-15 00:00:00,TWTR,70.55,71.88,70.17,71.71,792277741.26,0,69.74,1.97,2.82
2021-04-14 00:00:00,TWTR,72.51,73.218,69.5,69.74,916294360.87,0,72.45,-2.71,-3.74
2021-04-13 00:00:00,TWTR,71.72,72.78,70.73,72.45,721003314.45,0,70.86,1.59,2.24
2021-04-12 00:00:00,TWTR,70.87,71.84,69.65,70.86,670773647.19,0,71.19,-0.33,-0.46
2021-04-09 00:00:00,TWTR,70.35,71.45,69.91,71.19,1111552477.44,0,71.22,-0.03,-0.04
2021-04-08 00:00:00,TWTR,69.91,71.45,69.28,71.22,1188737286.81,0,68.99,2.23,3.23
2021-04-07 00:00:00,TWTR,66.64,69.97,66.08,68.99,1644379436.31,0,67.0,1.99,2.97
2021-04-06 00:00:00,TWTR,64.67,67.65,64.3,67.0,1041643899.41,0,64.24,2.76,4.3
2021-04-05 00:00:00,TWTR,64.14,64.34,61.81,64.24,982874765.35,0,63.83,0.41,0.64
2021-04-01 00:00:00,TWTR,64.68,66.36,63.64,63.83,986545677.94,0,63.63,0.2,0.31
2021-03-31 00:00:00,TWTR,63.98,64.98,63.27,63.63,926495997.67,0,62.99,0.64,1.02
2021-03-30 00:00:00,TWTR,62.3,64.1,61.9,62.99,789661958.22,0,62.94,0.05,0.08
2021-03-29 00:00:00,TWTR,62.0,64.96,61.71,62.94,1388319170.91,0,61.26,1.68,2.74
2021-03-26 00:00:00,TWTR,61.52,61.87,59.28,61.26,943599347.34,0,61.2,0.06,0.1
2021-03-25 00:00:00,TWTR,60.2,62.01,59.57,61.2,1168198707.49,0,62.06,-0.86,-1.39
2021-03-24 00:00:00,TWTR,64.95,64.95,62.05,62.06,976027674.57,0,64.27,-2.21,-3.44
2021-03-23 00:00:00,TWTR,65.15,65.63,64.11,64.27,1149647880.34,0,65.21,-0.94,-1.44
2021-03-22 00:00:00,TWTR,66.89,66.89,64.35,65.21,1572182591.43,0,66.23,-1.02,-1.54
2021-03-19 00:00:00,TWTR,67.11,67.11,65.77,66.23,1375080146.97,0,66.72,-0.49,-0.73
2021-03-18 00:00:00,TWTR,69.21,69.9,66.68,66.72,1074347543.99,0,70.2,-3.48,-4.96
2021-03-17 00:00:00,TWTR,68.32,70.82,66.96,70.2,1086147340.14,0,69.25,0.95,1.37
2021-03-16 00:00:00,TWTR,71.07,71.86,68.57,69.25,925539789.51,0,70.28,-1.03,-1.47
2021-03-15 00:00:00,TWTR,68.24,70.49,67.18,70.28,1074537592.25,0,68.1,2.18,3.2
2021-03-12 00:00:00,TWTR,67.72,68.815,66.645,68.1,1044889670.29,0,68.46,-0.36,-0.53
2021-03-11 00:00:00,TWTR,66.37,68.74,65.83,68.46,997056689.69,0,64.83,3.63,5.6
2021-03-10 00:00:00,TWTR,69.457,69.46,64.59,64.83,1481864265.31,0,67.52,-2.69,-3.98
2021-03-09 00:00:00,TWTR,65.725,68.21,64.6,67.52,1516639517.01,0,63.48,4.04,6.36
2021-03-08 00:00:00,TWTR,67.4,68.635,63.42,63.48,1423857957.92,0,66.95,-3.47,-5.18
2021-03-05 00:00:00,TWTR,67.67,67.79,61.524,66.95,1454174694.25,0,66.75,0.2,0.3
2021-03-04 00:00:00,TWTR,70.61,71.78,66.02,66.75,1540265930.1,0,70.86,-4.11,-5.8
2021-03-03 00:00:00,TWTR,74.01,74.5,70.659,70.86,1391952982.61,0,73.67,-2.81,-3.81
2021-03-02 00:00:00,TWTR,76.61,77.1,73.56,73.67,1541974881.7,0,77.63,-3.96,-5.1
2021-03-01 00:00:00,TWTR,78.36,78.73,76.05,77.63,1877219973.11,0,77.06,0.57,0.74
2021-02-26 00:00:00,TWTR,76.87,79.08,75.0,77.06,2732347245.31,0,74.59,2.47,3.31
2021-02-25 00:00:00,TWTR,78.15,80.75,73.89,74.59,4889680471.13,0,71.92,2.67,3.71
2021-02-24 00:00:00,TWTR,73.1,73.95,71.71,71.92,1328224459.13,0,73.17,-1.25,-1.71
2021-02-23 00:00:00,TWTR,68.45,74.33,66.19,73.17,2316279209.9,0,70.49,2.68,3.8
2021-02-22 00:00:00,TWTR,71.73,73.75,70.42,70.49,1506640627.15,0,72.28,-1.79,-2.48
2021-02-19 00:00:00,TWTR,72.97,74.96,71.88,72.28,1888394936.7,0,72.26,0.02,0.03
2021-02-18 00:00:00,TWTR,70.74,72.9,70.36,72.26,1154019448.52,0,71.79,0.47,0.65
2021-02-17 00:00:00,TWTR,73.05,73.28,70.13,71.79,1536223174.97,0,73.96,-2.17,-2.93
2021-02-16 00:00:00,TWTR,72.19,74.84,71.814,73.96,2045093948.29,0,71.9,2.06,2.87
2021-02-12 00:00:00,TWTR,68.56,73.18,68.4,71.9,2729386045.69,0,68.56,3.34,4.87
